item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	optional-payment-type-exclusion	merchant-shipping-group	status	maximum-retail-price
Compatible for Realme 6 (with Frame) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ4KK9J	RME6WFCARE	3563	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSXXN2W						B0FRSXXN2W			0	DEFAULT		Migrated Template	Inactive	6999.0
Compatible for Realme 7 CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FPXQZH2	RME7CARE	2870	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSYW6TW						B0FRSYW6TW			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme 7i CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ334EF	RME7ICARE	2426	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSW6Z2L						B0FRSW6Z2L			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme 7 LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FPVEN26	RME7OG	2475	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSY3YKK						B0FRSY3YKK			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme 8 (4G) (No Fingerprint Support) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ4XIVX	RME8OG	2279	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZXB9S						B0FRSZXB9S			0	DEFAULT		Migrated Template	Inactive	4599.0
Compatible for Realme 8i CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ5B9I5	RME8iCARE	2672	0	2025-09-19 19:57:09 IST		y	1			11				B0FRTDPWM9						B0FRTDPWM9			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme 9 (5G) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ43QMM	RME95GCARE	2969	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSVNB52						B0FRSVNB52			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme 9i (5G) LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ7AF4P	RME9I5GOG	2474	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSX5H96						B0FRSX5H96			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme 9i CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ31P31	RME9iCARE	2672	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZLTCD						B0FRSZLTCD			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C11 (2021) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ5PYQ7	RMEC1121CARE	2475	0	2025-09-19 19:57:09 IST		y	1			11				B0FRT1BYB3						B0FRT1BYB3			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C11 (2020) CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ597AY	RMEC11CARE	2475	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZKTK5						B0FRSZKTK5			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C12 CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ7687T	RMEC12CARE	2475	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSV8X13						B0FRSV8X13			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C15 CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ5BYRG	RMEC15CARE	2737	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZMNRB						B0FRSZMNRB			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C17 CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ6P928	RMEC17CARE	2426	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSRVBL7						B0FRSRVBL7			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C1 CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ0SHCT	RMEC1CARE	2276	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSWW3RJ						B0FRSWW3RJ			0	DEFAULT		Migrated Template	Inactive	4999.0
Compatible for Realme C21 CareOG Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FQ4TRBL	RMEC21CARE	2069	0	2025-09-19 19:57:09 IST		y	1			11				B0FRT1XZ4Z						B0FRT1XZ4Z			0	DEFAULT		Migrated Template	Inactive	2999.0
Compatible for Realme C21 LCD Display+Touch Screen Combo Folder	NOTICE: If Any Customer Will Try To Do Any Type Of Fraud/cheating In Terms Of Refund Or Replacement Under The Amazon Guarantee Program Then On Prima Facia Evidence Our Company Will Take Legal Action Against Such Customers And Report Them Under The Apple iPhoneoco Section 415/420. Violation Of Apple iPhoneoco Section 415/420 Is Punishable By Imprisonment And A Monetary Fine Decided By The Court Of Law. Processor: 1. Replacement Screen + Frame + Touchpad Digitizer Assembly . 2. Replace The Old, Broken, Cracked, Damaged One We Strongly Recommend Servicing Under Expert Technical Supervision. Self-installation Without The RequiRedmi Skills Can Be Dangerous To The Screen/device. Do Not Remove The Sticker Till The Complete Satisfaction, Sticker Removal Means Acceptance Of The Product. When You Are Certain That Everything Is Working Fine Then Your Technician Can Install it Permanently. it's Important To Keep The item In its Original Condition And Don't Remove The Sticker. We Do Not Offer For Manufacturing Defects But Not For Any Physical Damage Done By You Or Your Technician During Installation. Got A Broken Display In Your Phone? Buy The Complete Display With Touch Screen For Your Phone And Replace The Broken, Cracked, Or ScraTecnohed Screen In Your Handset. Fit With High Manufacturing Quality. With The Least Technical Know-how RequiRedmi, it Is Easiest To Replace The Display For Your Handset. The Replacement Combo Display With Touch For Your Phone Comes With A Manufacturing Quality And The ShApple iPhoneping Is Done In SecuRedmi Packing To Make Sure You Get The Product In Shape.	0919FPXRJXR	RMEC21OG	1966	0	2025-09-19 19:57:09 IST		y	1			11				B0FRSZ2QQZ						B0FRSZ2QQZ			0	DEFAULT		Migrated Template	Inactive	4999.0
